experiment,track,template_date,planned_grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,planned_purchase_cost_yuan,emergency_purchase_cost_yuan,total_cost_yuan,saving_vs_original_b0_yuan,saving_vs_original_b1_yuan,saving_vs_matched_b0_yuan
weekday_buffer,B0,2025-09-15,70670.30294666666,0.0,0.0,629.6217300000014,16232.894176666665,56178.954814614335,2477.2192708966727,58656.17408551101,1806.259557913996,-11165.441734188287,0.0
weekday_buffer,B0,2025-09-16,70348.29945666666,0.0,0.0,658.8733766666675,11515.40323333333,55862.337268944,2402.981255348337,58265.318524292335,1337.9853896626737,-1729.5750291978839,0.0
weekday_buffer,B0,2025-09-17,69826.88462666667,0.0,0.0,815.0219999999993,10681.788226666664,55320.22861480333,3135.9991683116623,58456.22778311499,4359.320102248348,-1538.2196092341255,0.0
weekday_buffer,B0,2025-09-18,70826.58834666666,0.0,0.0,506.3131500000014,12376.850496666666,56615.41692722567,2159.7220725266725,58775.138999752344,1133.2440059293367,-10198.877968921246,0.0
weekday_buffer,B0,2025-09-19,41377.20742333334,0.0,0.0,764.3617033333339,26040.216726666666,31046.100430366336,2668.1452048883357,33714.24563525467,19523.649402446987,5585.302073158906,0.0
weekday_buffer,B0,2025-09-20,41611.362076666665,0.0,0.0,731.939853333334,26697.86823,31308.62707819,2983.6254576883375,34292.25253587834,2113.7410850633314,-6901.958198851913,0.0
weekday_buffer,B0,2025-09-21,72852.74096333333,0.0,0.0,496.0025733333338,15061.255736666664,58264.88106322099,2119.370327163335,60384.25139038433,79310.06330808901,96015.84480443574,0.0
weekday_buffer,B0,2025-09-22,68805.63516333333,0.0,0.0,1341.3024766666676,9532.917539999999,54625.98570430033,5083.925814885002,59709.911519185334,5538.306264629668,-5420.935221098116,0.0
weekday_buffer,B0,2025-09-23,71649.60404,0.0,0.0,723.2561366666669,10256.243876666664,56862.15421646133,3200.628962695,60062.78317915633,3591.39618049367,-3721.1191268373805,0.0
weekday_buffer,B0,2025-09-24,72493.23889666666,0.0,0.0,498.0059933333339,11928.019689999997,57804.488766009665,1852.1611510766688,59656.64991708633,2024.9557145636645,-9141.496867573813,0.0
weekday_buffer,B0,2025-09-25,71526.32244333334,0.0,0.0,1091.3449000000016,12282.21854333333,57355.59360836334,4194.453502178339,61550.04711054168,-294.9103688900068,-11900.42508306168,0.0
weekday_buffer,B0,2025-09-26,42711.008526666665,0.0,0.0,270.6134566666669,25287.378483333334,32161.49995952333,916.7847095366669,33078.28466906,20900.82281557833,7060.477043191917,0.0
weekday_buffer,B0,2025-09-27,42277.159403333324,0.0,0.0,1208.013643333334,25683.870146666664,31884.452676549667,4634.139427808337,36518.592104358,2643.135283937001,-2539.15557218319,0.0
weekday_buffer,B0,2025-09-28,72604.12814,0.0,0.0,891.9468633333352,10008.446203333331,57937.668640741,3618.0278939850073,61555.69653472601,87145.25934005066,103702.26898126595,0.0
weekday_buffer,B0,2025-09-29,73576.41347666667,0.0,0.0,694.3010566666684,11510.82263333333,58826.336784547995,2970.2938729000075,61796.630657448004,544.8860354303251,-12012.357259300967,0.0
weekday_buffer,B0,2025-09-30,73101.30322999999,0.0,0.0,1128.1081900000008,8807.236319999996,58707.251925075325,4393.880896440003,63101.132821515326,4987.409296073012,-2778.548966880131,0.0
weekday_buffer,B0,2025-10-01,75556.42503666667,0.0,0.0,87.76797000000022,25982.671206666666,60464.86079154133,224.8859144133339,60689.74670595466,-3282.789772203003,-16433.394746056358,0.0
weekday_buffer,B0,2025-10-02,69991.11783666666,0.0,0.0,353.9732900000007,18614.307926666665,55447.821726090995,1311.7122131466695,56759.53393923766,-863.506564972653,-11462.37199316766,0.0
weekday_buffer,B0,2025-10-03,41483.72554,0.0,0.0,130.5411233333338,33797.112063333334,31109.093648694998,302.1677284350012,31411.26137713,18071.198034008336,2979.8046761599944,0.0
weekday_buffer,B0,2025-10-04,43085.315806666666,0.0,0.0,256.71828666666624,30246.05249333333,32434.234304487665,934.5110966649987,33368.745401152664,869.7778046390013,-6525.321221369828,0.0
weekday_buffer,B0,2025-10-05,72823.39083666666,0.0,0.0,129.32883666666652,18216.75897333333,57955.704970825325,285.11041269666606,58240.81538352199,82221.00078338466,96786.00216297188,0.0
weekday_buffer,B0,2025-10-06,71712.96595,0.0,0.0,109.63439000000018,14089.491639999998,57006.892186729005,335.6899044400001,57342.582091169,1434.1488003893319,-5710.600692824002,0.0
weekday_buffer,B0,2025-10-07,72501.47441666666,0.0,0.0,150.79960666666696,14880.71072333333,57749.14822868233,511.1140583300014,58260.26228701233,-426.5511842889973,-11515.832954609003,0.0
weekday_buffer,B0,2025-10-08,69454.88318,0.0,0.0,260.07291666666754,13236.460996666665,54779.701650717,1175.0612342666714,55954.76288498367,494.23016096799984,-11890.653191209341,0.0
weekday_buffer,B0,2025-10-09,68161.51371999999,0.0,0.0,296.94647333333455,12698.47829333333,53622.75722857166,1432.7346475583397,55055.49187613,2581.793535351666,-8740.440090888325,0.0
weekday_buffer,B0,2025-10-10,39692.02939,0.0,0.0,531.0853300000003,30879.502819999998,29331.940696379996,1829.3287526066686,31161.269448986663,20654.009085491663,5759.560073382527,0.0
weekday_buffer,B0,2025-10-11,40764.97218333333,0.0,0.0,178.84791000000058,26837.50619333333,30065.083809131334,974.5326252050031,31039.616434336338,1435.9399871886599,-6418.902014221469,0.0
weekday_buffer,B0,2025-10-12,71056.86891666666,0.0,0.0,248.07889333333415,12789.991309999998,56205.17504677866,1015.0115044566705,57220.18655123533,88178.13040662467,109157.77544227551,0.0
weekday_buffer,B0,2025-10-13,69356.98516333333,0.0,0.0,159.80915333333482,12489.398916666663,54739.927108473,571.6601071266722,55311.58721559967,2523.879371288669,-9770.560219563304,0.0
weekday_buffer,B0,2025-10-14,69247.79211333333,0.0,0.0,807.6523066666682,9281.615319999997,54643.74875641499,3142.0939914383403,57785.842747853334,5230.66185576834,-1900.9059761515964,0.0
weekday_buffer,B0,2025-10-15,71122.29081333333,0.0,0.0,354.0737100000002,9556.340723333327,56360.89267705233,1398.787430583334,57759.680107635664,425.98071067266574,-6248.772430651341,0.0
weekday_buffer,B0,2025-10-16,71136.36927,0.0,0.0,920.0440666666677,9089.940636666663,56564.86863850833,3363.6302055250044,59928.49884403333,5849.786919284998,-6613.623211046281,0.0
weekday_buffer,B0,2025-10-17,41680.739239999995,0.0,0.0,232.04904666666715,25908.589786666664,30849.20133765633,986.6722847166686,31835.873622372997,23318.12590444533,9650.70453335212,0.0
weekday_buffer,B0,2025-10-18,40879.14198,0.0,0.0,524.9321700000005,25327.480949999997,30389.505205039997,1711.7825057200018,32101.28771076,608.461331983337,-9261.260466539108,0.0
weekday_buffer,B0,2025-10-19,71471.58374999999,0.0,0.0,730.3645533333358,8316.22440333333,56611.93986651566,2827.7481235783434,59439.687990094004,103813.29640691931,121978.23897757524,0.0
weekday_buffer,B0,2025-10-20,73355.22787999999,0.0,0.0,640.0849500000015,9554.530029999994,58394.61937512532,2700.937980483339,61095.55735560866,3384.8842438263528,-5219.676937341072,0.0
weekday_buffer,B0,2025-10-21,73659.09841333333,0.0,0.0,485.40310000000045,7681.920013333329,58650.75973523499,2097.252445796666,60748.012181031656,376.6651532183532,-7189.838204195337,0.0
weekday_buffer,B0,2025-10-22,73507.23496666666,0.0,0.0,431.1986400000009,8383.537706666664,58576.596145703996,2065.6439126183377,60642.240058322335,4320.190635454339,-7797.742860881481,0.0
weekday_buffer,B0,2025-10-23,74161.73276666665,0.0,0.0,401.6417366666678,11183.87750333333,59330.963879997,1582.3532898816711,60913.31716987867,607.9677948130047,-9946.03167586997,0.0
weekday_buffer,B0,2025-10-24,41391.87252,0.0,0.0,633.2838333333335,23605.105553333335,30749.625477803333,2758.397811216668,33508.02328902,21554.36552416334,8124.488214774567,0.0
weekday_buffer,B0,2025-10-25,41915.021949999995,0.0,0.0,475.54666000000077,22992.13611,31005.550328492,1959.9890534666706,32965.539381958675,-80.70086643033574,-9710.687378534938,0.0
weekday_buffer,B0,2025-10-26,74306.07087,0.0,0.0,221.86017333333461,9983.618643333331,59312.99564890233,765.055543303338,60078.05119220567,96640.47578435435,114196.5939766842,0.0
weekday_buffer,B0,2025-10-27,73124.25459,0.0,0.0,660.2992433333341,10231.97163333333,58245.774346452665,2460.248191020003,60706.022537472665,4439.786806665688,-8069.071390666664,0.0
weekday_buffer,B0,2025-10-28,74079.75472666667,0.0,0.0,396.1675333333344,8503.499759999997,58826.31551181933,1677.276152510004,60503.59166432934,1654.44087081233,-4723.774666351863,0.0
weekday_buffer,B0,2025-10-29,74412.96065666666,0.0,0.0,759.6091133333339,5860.312769999995,59459.879867584335,3239.4638241050025,62699.34369168934,4274.131170795663,-1819.7066648446053,0.0
weekday_buffer,B0,2025-10-30,75640.94607333333,0.0,0.0,477.3320933333341,11330.46106666666,60656.99739031534,1847.6759159816695,62504.67330629701,-417.4435303453356,-12477.4837457264,0.0
weekday_buffer,B0,2025-10-31,42921.467223333326,0.0,0.0,263.3432,19280.51872333333,32186.88769575533,993.4580183950001,33180.34571415033,22826.485175538,9550.278244022687,0.0
weekday_buffer,B0,2025-11-01,43034.753469999996,0.0,0.0,376.08806000000004,20866.80313,32156.442335859334,1122.2153140783323,33278.65764993767,65.8561566089993,-11506.115298929173,0.0
weekday_buffer,B0,2025-11-02,75426.89606666667,0.0,0.0,480.7266433333335,7111.238909999996,60220.331360329335,2130.395016641667,62350.726376971004,107234.32033843233,123760.22883457894,0.0
weekday_buffer,B0,2025-11-03,76169.87597333333,0.0,0.0,413.0214566666673,7077.967529999996,61064.004654241326,1370.0634571733362,62434.068111414665,-285.08004853133025,-8552.379478943934,0.0
weekday_buffer,B0,2025-11-04,75583.32082,0.0,0.0,350.7345800000019,8353.982699999997,60337.459063594666,1421.2913146750086,61758.75037826967,1225.8050973920035,-10300.586207643413,0.0
weekday_buffer,B0,2025-11-05,75654.34841666666,0.0,0.0,494.49954999999954,6470.828166666663,60627.564676187336,1637.4933444266628,62265.058020614,4119.322579865999,-5284.616542113261,0.0
weekday_buffer,B0,2025-11-06,75786.19835999998,0.0,0.0,1180.8994900000018,5597.513449999998,60684.98292198566,5435.075524350007,66120.05844633566,2731.931934682667,-5037.83826875098,0.0
weekday_buffer,B0,2025-11-07,43495.66717666667,0.0,0.0,387.13422666666725,20564.339303333334,32748.063894315666,1476.8102689266686,34224.87416324233,24678.446100456,12857.342370155005,0.0
weekday_buffer,B0,2025-11-08,43382.928916666664,0.0,0.0,247.09314000000023,19838.814356666666,32400.960580326,1002.2955373583344,33403.25611768433,1143.1106736373404,-5532.822452702669,0.0
weekday_buffer,B0,2025-11-09,76538.59010333332,0.0,0.0,878.5828033333347,6070.355606666663,61331.52037895867,3689.9836617366727,65021.50404069534,110194.21334046798,129215.25312816954,0.0
weekday_buffer,B0,2025-11-10,77829.55516333332,0.0,0.0,563.3051466666691,4534.415909999998,62372.88058072866,2668.702883676677,65041.58346440534,3122.3978689563373,-4914.647081358678,0.0
weekday_buffer,B0,2025-11-11,78944.10994333333,0.0,0.0,240.5435666666667,7625.633209999998,63534.95242745933,795.6956529116661,64330.64808037099,90.52012301234208,-11395.544616500898,0.0
weekday_buffer,B0,2025-11-12,78210.89883666666,0.0,0.0,370.7288900000009,7625.6391266666615,62768.99368784733,1843.4277380183378,64612.42142586567,1030.9141951076745,-10351.207911376412,0.0
weekday_buffer,B0,2025-11-13,78477.35854333334,0.0,0.0,457.43807333333433,6538.924816666664,63204.214981673664,1984.873997970004,65189.08897964367,1321.137292211337,-7159.362224961893,0.0
weekday_buffer,B0,2025-11-14,44124.43947666667,0.0,0.0,215.6738933333333,16741.658069999998,33134.04856610733,885.4575541983324,34019.50612030567,25350.82251009767,13799.208547971983,0.0
weekday_buffer,B0,2025-11-15,44117.45879333334,0.0,0.0,376.58949333333373,16282.161386666667,33081.598545553665,1474.8110330950017,34556.409578648665,1431.8396830180063,-9916.528252035332,0.0
weekday_buffer,B0,2025-11-16,79701.55075999998,0.0,0.0,615.8854366666676,5882.891696666663,64310.210827147326,2176.35541843167,66486.566245579,114807.15257048768,131229.92046466062,0.0
weekday_buffer,B0,2025-11-17,80808.23399666666,0.0,0.0,343.6957133333343,8456.175709999998,65134.99917066266,1199.7291555683369,66334.728326231,-933.8185481693217,-11920.188372021323,0.0
weekday_buffer,B0,2025-11-18,79688.40660333334,0.0,0.0,640.6740033333335,5438.528206666664,64164.391581043994,2497.645951041667,66662.03753208565,3177.100788832686,-5205.76684082493,0.0
weekday_buffer,B0,2025-11-19,80017.31317333333,0.0,0.0,943.2844733333345,5592.286146666665,64291.82040868867,4122.775704090005,68414.59611277867,3444.6988530613307,-7457.384581171798,0.0
weekday_buffer,B0,2025-11-20,80981.07213333333,0.0,0.0,616.2417666666674,6804.237999999996,65427.76363637233,2347.4769032350027,67775.24053960733,1208.796812081011,-8756.215851306544,0.0
weekday_buffer,B0,2025-11-21,44337.56456,0.0,0.0,438.12805333333415,15911.30861333333,33365.627151349,1226.9115627400029,34592.538714089,26559.533638662666,15085.329386643454,0.0
weekday_buffer,B0,2025-11-22,45048.941803333335,0.0,0.0,258.99161666666726,15088.104619999998,33872.12707535367,945.8831506366688,34818.010225990336,2790.3119315763324,-8751.098276959987,0.0
weekday_buffer,B0,2025-11-23,81624.31859333333,0.0,0.0,444.66400333333473,6836.886396666663,65871.67933145,1817.6236399583395,67689.30297140834,114386.30660077497,131080.02842465928,0.0
weekday_buffer,B0,2025-11-24,80907.41145333333,0.0,0.0,911.1958166666668,7656.663769999997,65191.40758761933,3698.0939311149996,68889.50151873432,1779.458064504026,-7771.182962268271,0.0
weekday_buffer,B0,2025-11-25,79994.61495999999,0.0,0.0,844.0266500000007,4669.981909999999,64426.837528133336,3194.8226118700036,67621.66014000334,4596.4389625766635,-4799.142129346466,0.0
weekday_buffer,B0,2025-11-26,82500.95892666666,0.0,0.0,234.70799666666727,5978.000923333329,66437.96715152834,833.2620155900021,67271.22916711835,2385.035129996657,-7792.474178648423,0.0
weekday_buffer,B0,2025-11-27,82277.71489666667,0.0,0.0,375.68153333333373,6872.504429999997,66397.137471875,1567.331514043335,67964.46898591834,1086.7653875983233,-10194.828908162286,0.0
weekday_buffer,B0,2025-11-28,45601.241369999996,0.0,0.0,511.18000000000046,15191.182969999998,34143.001642414994,2447.906542865003,36590.90818528,25319.723351078326,13885.259671274638,0.0
weekday_buffer,B0,2025-11-29,46074.34555333333,0.0,0.0,437.9629066666671,11582.859059999999,34776.143747863665,1312.2478013366685,36088.391549200336,901.6306490346687,-198.95231638107362,0.0
weekday_buffer,B0,2025-11-30,85984.41725333332,0.0,0.0,277.28459666666777,6016.874249999997,68923.43352640967,1027.9149484183379,69951.34847482802,124312.11877853867,140939.0203402522,0.0
weekday_buffer,B0,2025-12-01,85587.23551666667,0.0,0.0,3708.2937800000027,2996.601796666665,68757.05734956733,12930.94646933001,81688.00381889734,8840.566350016,-2402.3803788341756,0.0
weekday_buffer,B0,2025-12-02,84299.03485333332,0.0,0.0,5651.387343333337,1312.6128966666656,68054.60778363232,21143.77607140001,89198.38385503233,-6341.430424855644,-17657.562369368985,0.0
weekday_buffer,B0,2025-12-03,86930.17161333334,0.0,0.0,3347.2557066666714,3114.6788199999974,70146.58525997799,10360.249156653348,80506.83441663133,-2725.4632504096808,-14151.151252038311,0.0
weekday_buffer,B0,2025-12-04,86001.97134333334,0.0,0.0,3947.3601566666694,3178.1228999999985,69217.83097900332,14608.407770318345,83826.23874932167,-2287.523760758326,-13678.145694225008,0.0
weekday_buffer,B0,2025-12-05,47687.284426666665,0.0,0.0,2268.926480000001,8644.582906666667,36266.407792193335,7558.409636991671,43824.81742918501,26044.952158616645,14598.424439013317,0.0
weekday_buffer,B0,2025-12-06,47963.468850000005,0.0,0.0,2547.0555166666672,6845.892866666666,36190.79686895933,9282.030599970001,45472.82746892933,-1019.4173758793258,-7322.906474972107,0.0
weekday_buffer,B0,2025-12-07,89776.91655,0.0,0.0,1764.9650266666674,3889.199976666665,71975.089913397,6136.643688501667,78111.73360189867,126088.09085033134,132071.96395223186,0.0
weekday_buffer,B0,2025-12-08,95804.93486000001,0.0,0.0,218.16508000000007,8175.888239999997,76140.28432234834,1104.2768835850009,77244.56120593334,1029.9424960133474,-10340.85438901963,0.0
weekday_buffer,B0,2025-12-09,96715.13251666666,0.0,0.0,212.26800666666708,9538.94612333333,76959.852557406,1048.5114291500017,78008.36398655601,2447.632709708996,-8958.263714446046,0.0
weekday_buffer,B0,2025-12-10,95206.83276333332,0.0,0.0,474.26683333333466,7293.481796666664,75847.66773203266,1987.606674060005,77835.27440609266,3549.776548602342,-7885.435867588923,0.0
weekday_buffer,B0,2025-12-11,97307.61615666666,0.0,0.0,124.44310333333374,11470.804659999996,77349.48160379799,545.8979200150013,77895.379523813,-168.67804581632663,-11556.73391767645,0.0
weekday_buffer,B0,2025-12-12,53281.829209999996,0.0,0.0,275.36736000000036,9842.78287,40017.506445342,1164.1526328600016,41181.659078202,27862.98428746468,16476.19882511133,0.0
weekday_buffer,B0,2025-12-13,54266.524829999995,0.0,0.0,130.68204666666676,10598.672676666665,40699.901420778,689.4856644150008,41389.387085193,633.5559751086694,-7170.764197107506,0.0
weekday_buffer,B0,2025-12-14,97925.29817666666,0.0,0.0,163.84933333333385,9310.426209999998,78099.86347568034,804.2624355933353,78904.12591127367,130878.33644606633,133293.50768429053,0.0
weekday_buffer,B0,2025-12-15,96471.43772999999,0.0,0.0,148.06063666666705,7149.940166666663,76669.05120027866,531.5781344150014,77200.62933469366,2420.9733950396912,-9018.984628063714,0.0
weekday_buffer,B0,2025-12-16,97671.73689333332,0.0,0.0,70.46894666666662,8324.114139999996,77802.02452318167,240.35024941999907,78042.37477260166,699.7813031700207,-10730.524993745872,0.0
weekday_buffer,B0,2025-12-17,96833.74132666667,0.0,0.0,217.50140666666692,8859.395933333331,76839.29374253366,1183.8936853933346,78023.187427927,-1014.7505313286529,-12451.89207822032,0.0
weekday_buffer,B0,2025-12-18,95105.36924,0.0,0.0,422.01500666666726,8161.116846666664,75703.86977229033,1713.968314276669,77417.838086567,1493.892818854656,-9905.465159086525,0.0
weekday_buffer,B0,2025-12-19,53738.17937333333,0.0,0.0,281.99578333333363,11111.784256666666,40468.343772556,1113.1047796583348,41581.44855221434,28819.515261050663,17345.556061080104,0.0
weekday_buffer,B0,2025-12-20,54119.52768666667,0.0,0.0,212.07747333333353,11475.252159999996,40708.188413034004,912.9225329133335,41621.11094594734,1394.440674750993,-8952.012166355598,0.0
weekday_buffer,B0,2025-12-21,96321.40645666665,0.0,0.0,612.3255999999999,7895.950056666662,77049.53960337632,1899.0449163749997,78948.58451975133,129155.43623382533,136953.9717265744,0.0
weekday_buffer,B0,2025-12-22,96662.91951666666,0.0,0.0,285.30541000000085,8010.798826666664,76655.66377950033,1271.540530663337,77927.20431016367,1467.886318008008,-9961.217662576353,0.0
weekday_buffer,B0,2025-12-23,96507.36396666666,0.0,0.0,28.431213333333403,9277.702579999996,76802.563339318,59.70023909000015,76862.263578408,-1482.688856299661,-12945.078002479531,0.0
weekday_buffer,B0,2025-12-24,95237.82630666667,0.0,0.0,297.8548366666674,7681.122043333329,75718.22781587299,1426.655761055003,77144.883576928,2565.6544801670243,-8864.50682696361,0.0
weekday_buffer,B0,2025-12-25,95741.50018999999,0.0,0.0,436.9127166666667,8365.964706666664,76397.48438638965,1377.637528991668,77775.12191538131,426.89739435201045,-11001.566036854027,0.0
weekday_buffer,B0,2025-12-26,53263.98385333333,0.0,0.0,214.92886666666664,10471.29112,40042.126005733335,1095.0109262049994,41137.13693193834,29240.638677571653,17836.644925067114,0.0
weekday_buffer,B0,2025-12-27,54366.91266,0.0,0.0,110.72641666666689,11138.829476666666,40853.46851990567,471.4151312416672,41324.883651147335,495.8791637743343,-7742.958878493257,0.0
weekday_buffer,B0,2025-12-28,96691.82763,0.0,0.0,220.4443100000001,10103.017639999996,77081.74849773933,1024.7381663883332,78106.48666412766,124003.14798023239,127850.64311191211,0.0
weekday_buffer,B0,2025-12-29,95382.11846333333,0.0,0.0,363.30800333333406,8221.660366666663,75906.55319079767,1597.3748892783367,77503.928080076,1904.8072003706766,-9460.95391071416,0.0
weekday_buffer,B0,2025-12-30,94574.75776000001,0.0,0.0,318.7709033333335,8669.126563333328,75061.18988888233,1504.7912015399997,76565.98109042234,1495.8639145460038,-9909.09413079836,0.0
weekday_buffer,B0,2025-12-31,92775.90322,0.0,0.0,1050.3630000000014,5179.842619999996,74053.45492451466,4231.679283230007,78285.13420774468,4737.581776902007,-6608.672390714841,0.0
weekday_buffer,B1,2025-02-01,48724.692216584364,20891.56647325103,16922.168843333333,112.74759666666665,10489.865583333332,25390.602142395284,608.6292021250002,25999.231344520285,11981.30528995638,216.6067947009542,12107.962304127042
weekday_buffer,B1,2025-02-02,94520.20031946502,25089.87590946502,20322.799486666663,58.356193333333636,11455.202389999995,60112.12727745961,189.82361745666776,60301.95089491628,121744.18713999371,143531.81350542334,11445.283989483396
weekday_buffer,B1,2025-02-03,91473.08224074074,24700.52407407407,20007.4245,203.39253333333346,6766.458999999993,57786.50459356766,731.8064078133349,58518.31100138099,16160.43480346902,5623.505968875586,11370.499536764662
weekday_buffer,B1,2025-02-04,93269.53875588476,24786.676995884773,20077.208366666666,592.1835466666676,7957.390173333327,58890.22937387091,2337.037876423337,61227.26725029425,15070.301142054079,3953.176916565775,11325.856465930738
weekday_buffer,B1,2025-02-05,94055.70872806585,25135.841288065843,20360.031443333333,149.7568133333348,8681.228296666664,59769.760345268805,543.0897101350056,60312.85005540381,11248.294264354532,467.17019621082,11435.143760016195
weekday_buffer,B1,2025-02-06,93667.90219999998,24833.333333333332,20115.0,136.0702600000003,8814.581026666663,59459.87606004366,516.7557677383343,59976.631827781996,11988.547699509669,815.2688979402301,11435.914069615654
weekday_buffer,B1,2025-02-07,45927.260068765434,20601.063765432104,16686.86165,195.04838333333362,10402.426536666666,23801.10909408378,1057.696157291668,24858.805251375445,39424.12008620955,28200.328522161217,12616.47626237556
weekday_buffer,B1,2025-02-08,40051.10649617284,20801.231172839507,16848.99725,1573.4701533333334,6095.179826666661,20809.194286116443,6387.101090621667,27196.29537673811,9868.961436845224,4205.192167869485,8986.101955303558
weekday_buffer,B1,2025-02-09,86257.06215083331,24844.352916666663,20123.9258625,1969.3586033333333,3950.577499999997,54058.34973961483,6966.025275061666,61024.375014676494,128329.80053769353,150679.59077728557,11185.676490153826
weekday_buffer,B1,2025-02-10,89366.21229,24833.333333333332,20115.0,250.00255333333405,10571.244309999998,56186.39187851299,864.960151945003,57051.352030457994,10474.132965155331,-714.6633212652232,11293.42890416168
weekday_buffer,B1,2025-02-11,82932.4348111111,23642.014444444445,19150.0317,697.9750566666668,3917.8300233333293,51680.988922559554,3373.184786425002,55054.173708984556,13958.392840150453,3751.7681724045688,11335.137437676443
weekday_buffer,B1,2025-02-12,84339.02141559671,23908.49115226337,19365.877833333332,505.0429833333333,5034.714679999997,52703.92808727214,2261.887157915,54965.81524518714,12956.322929047863,1877.9945416544942,11372.986241410195
weekday_buffer,B1,2025-02-13,84611.03868872428,23867.90850205761,19333.005886666666,392.1724900000002,9138.829263333333,53056.94877182331,1602.621281620001,54659.570053443305,9704.210378705036,-1953.570476533474,11396.894039324696
weekday_buffer,B1,2025-02-14,36872.329209135794,18700.7494691358,15147.60707,1838.4251266666613,5355.810436666658,19237.539395046642,5351.156491216654,24588.695886263296,33846.8870640517,22004.36438748287,10411.3500719097
weekday_buffer,B1,2025-02-15,37198.9944928395,18563.732506172833,15036.623329999999,714.9960700000006,5106.789986666668,19483.749220998936,2617.9997947883357,22101.74901578727,13606.55275290606,2027.6526695081593,12958.582153140069
weekday_buffer,B1,2025-02-16,83145.34439371974,23222.98342308642,18810.616572699997,780.1473766666682,4135.746119999998,51713.15581763687,3227.1101466350055,54940.26596427188,121548.0415743048,143381.76212809983,11081.295807893126
weekday_buffer,B1,2025-02-17,83906.7584700823,23426.98219341564,18975.85557666667,376.7798000000015,8648.54915333333,52129.36566084306,1573.0240100033386,53702.3896708464,10357.292471510256,-702.5388363505699,11169.224793357273
weekday_buffer,B1,2025-02-18,79921.30367913333,23335.53515333333,18901.783474199998,945.3447466666668,4341.508846666664,49382.20258670188,3831.256339929999,53213.45892663188,12385.748600251463,3699.0453974041156,10285.29369408312
weekday_buffer,B1,2025-02-19,80515.65925316873,23226.340613168722,18813.335896666664,1242.9957066666682,4466.322243333332,49884.05286053353,4637.382065323339,54521.43492585687,15128.571090209793,4152.210077958705,11185.935494685138
weekday_buffer,B1,2025-02-20,80478.88727838025,23322.59716691358,18891.3037052,886.0689633333336,5940.528379999998,50115.61595873018,3202.897218586667,53318.51317731685,12055.908709921488,1813.5239090112518,11108.077802665488
weekday_buffer,B1,2025-02-21,36088.623072880655,18445.757769547326,14941.063793333336,673.8663100000006,7697.532806666666,18779.46371061897,2329.956084585001,21109.41979520397,36835.1223683327,25172.866147764857,12341.489983649364
weekday_buffer,B1,2025-02-22,36000.55706106995,18107.57810288066,14667.138263333334,977.2262399999943,5692.580561522625,18753.26933329133,3704.177858383312,22457.44719167464,13305.135746265369,6080.485890300362,11326.947616583355
weekday_buffer,B1,2025-02-23,81962.7653553498,23314.63957201646,18884.858053333333,441.0905033333341,6442.221039999997,51004.63946686794,1411.5542012500046,52416.19366811795,114416.00424171207,133121.26365321706,11016.09409930872
weekday_buffer,B1,2025-02-24,79696.4028043,23341.47830333333,18906.597425699998,562.8207566666682,7621.309383333331,49028.47495344022,2413.0347223633394,51441.50967580356,12191.564914648116,938.6784484160089,10958.74397180877
weekday_buffer,B1,2025-02-25,77241.95339460904,23199.956164609048,18791.964493333333,424.3088800000009,7436.945703333331,47484.45673706662,1534.0876287716706,49018.54436583829,12037.328546815057,184.4230351583392,11427.672842768712
weekday_buffer,B1,2025-02-26,74580.41619979423,22518.70368312757,18240.149983333333,1630.3578400000001,3117.371839999997,45783.69367266456,5741.090604978332,51524.78427764289,12287.76501056378,5877.0855965642695,9889.660006684775
weekday_buffer,B1,2025-02-27,77203.26188790123,23328.417901234567,18896.0185,1104.0298700000003,6918.308156666665,47375.41061324106,5343.972606833334,52719.38322007439,13435.733216372275,1981.8173047035307,11367.684409319932
weekday_buffer,B1,2025-02-28,35106.6602246502,17793.409255144034,14412.661496666664,1425.116553333332,9858.43481950617,18126.512670429,4808.714240558337,22935.226910987338,34283.056851287656,21173.94001671605,9712.456189510329
weekday_buffer,B1,2025-03-01,35041.533417613166,17469.800724279838,14150.538586666667,670.1642666666664,8733.669346666666,18199.530487341668,2752.640245694999,20952.170733036666,13091.824552970003,1599.164267505883,12127.121454099335
weekday_buffer,B1,2025-03-02,81064.77463333333,23400.640666666666,18954.518939999998,2911.575429999999,7171.921236666665,50408.491430763,10929.423669856662,61337.91510061966,112315.58885156034,136883.90759692554,9154.754995048672
weekday_buffer,B1,2025-03-03,84103.61093094651,24406.0113909465,19768.86922666667,799.7908466666679,8249.11231333333,52236.71226124536,3285.189060630004,55521.90132187537,15458.098044176295,4897.44330145292,11058.977230882636
weekday_buffer,B1,2025-03-04,84118.90845497942,24061.70320164609,19489.979593333333,258.8844966666667,10606.610943333331,52506.41776191296,682.517120451668,53188.93488236463,8940.10019642704,-2217.865603379396,11265.601847845028
weekday_buffer,B1,2025-03-05,80891.86964563333,23305.662836666666,18877.5868977,237.42583999999977,10570.748246666662,49979.85261376323,1062.2429921766654,51042.095605939896,9727.27757852844,-451.8237164742095,11016.488219003768
weekday_buffer,B1,2025-03-06,77446.23836524363,23225.414992510287,18812.586143933335,579.6006466666674,7672.355963333331,47851.17087500027,2017.200316723336,49868.37119172361,12876.665602526395,2036.513578683378,11367.417991375725
